seg,seg,cj1_cou,cj1_sum,cj1_rat,cj2_cou,cj2_sum,cj2_rat,cj3_cou,cj3_sum,cj3_rat,cj4_cou,cj4_sum,cj4_rat,cj5_cou,cj5_sum,cj5_rat,cj6_cou,cj6_sum,cj6_rat,cj7_cou,cj7_sum,cj7_rat,cj8_cou,cj8_sum,cj8_rat,cj9_cou,cj9_sum,cj9_rat,cj10_cou,cj10_sum,cj10_rat
89,89,4695,534325,0.9783430650385515,3768,73165,0.9079458446570616,2717,66714,0.8480341684780536,12880,339846,0.6240962572147919,11195,401435,0.7355724743240891,2008,63265,0.9010567994075087,2850,518077,0.9524892493183728,0,463211,0.8517522842490249,11700,424236,0.778581823987902,14655,373260,0.6886131435339437
90,90,3739,538064,0.9851891319831623,2958,76123,0.9446533387935421,1797,68511,0.8708767112839874,11858,351704,0.645872395283367,12427,413862,0.7583431822554489,1975,65240,0.9291858941491483,8941,527018,0.9689273586692136,24446,487657,0.8967035836368885,12305,436541,0.8011646536962981,17574,390834,0.7210347461285573
91,91,2627,540691,0.9899991394352865,2096,78219,0.9706637876475187,1012,69523,0.8837407365035783,15175,366879,0.6737399020459433,12012,425874,0.7803534617816013,1576,66816,0.9516321996239959,1799,528817,0.972234836437043,0,487657,0.8967035836368885,12534,449075,0.8241677571148301,14546,405380,0.7478701069650915
92,92,2079,542770,0.9938057650511853,1252,79471,0.9862005633942643,2762,72285,0.9188498646226595,17665,384544,0.706180067249298,11843,437717,0.8020540728728619,1301,68117,0.970161795704438,6203,535020,0.9836391080289528,20769,508426,0.9348936162388086,12567,461642,0.8472314239937748,18253,423633,0.7815443707729602
93,93,1323,544093,0.9962281631703936,678,80149,0.9946142486628693,1855,74140,0.9424296736961192,14530,399074,0.7328630901989015,14012,451729,0.8277290676048338,925,69042,0.9833361818492565,1113,536133,0.9856853685934854,0,508426,0.9348936162388086,12691,474333,0.8705226626633608,14291,437924,0.8079092918313205
94,94,925,545018,0.9979218277662121,285,80434,0.9981509747713537,534,74674,0.9492176079523065,12994,412068,0.7567253889055185,12323,464052,0.850309210345491,594,69636,0.9917962741411724,3834,539967,0.992734212263223,16250,524676,0.9647741126411968,13036,487369,0.8944470647827149,18612,456536,0.842245861052383
95,95,538,545556,0.9989068997149151,104,80538,0.9994415695618183,1904,76578,0.9734202799069519,25319,437387,0.8032214286894834,13513,477565,0.875069858633611,327,69963,0.996453597675611,587,540554,0.9938134170712919,0,524676,0.9647741126411968,12442,499811,0.9172813246146421,13031,469567,0.8662862561480023
96,96,337,545893,0.9995239429244186,39,80577,0.9999255426082424,1264,77842,0.9894875999440694,13990,451377,0.828912790772412,16270,493835,0.9048823168329532,147,70110,0.9985472568791659,2007,542561,0.9975033047200043,11162,535838,0.985298795770025,12446,512257,0.9401229254720738,18994,488561,0.9013275626053877
97,97,140,546033,0.9997802813497316,6,80583,1.0,472,78314,0.9954874219832462,19691,471068,0.8650735206348099,7852,501687,0.9192699887310007,60,70170,0.9994018116561272,238,542799,0.9979408698721685,0,535838,0.985298795770025,10611,522868,0.9595968308792897,9925,498486,0.9196378167166624
98,98,80,546113,0.9999267604499106,0,80583,1.0,56,78370,0.99619926527603,16347,487415,0.895093298759873,23049,524736,0.9615039991204684,29,70199,0.9998148464649917,831,543630,0.9994686708866578,6028,541866,0.9963830808354771,10166,533034,0.9782540471991235,19647,518133,0.9558838179785479
99,99,23,546136,0.999968873191212,0,80583,1.0,64,78434,0.9970128004677827,3835,491250,0.9021359273222769,0,524736,0.9615039991204684,10,70209,0.9999572722611519,57,543687,0.9995734659020921,0,541866,0.9963830808354771,5843,538877,0.9889774502049063,3941,522074,0.9631544186286772
100,100,17,546153,1.0,0,80583,1.0,235,78669,1.0,53291,544541,1.0,21009,545745,1.0,3,70212,1.0,232,543919,1.0,1967,543833,1.0,6006,544883,1.0,19972,542046,1.0
